"";"tweets";"value"
"1287";"what is a flaming racist and bigot who could have possibly suspected that";1
"5533";"Par will win <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";0
"5128";"If I could run Atleast what Imran Tahir runs for celebration Ill be more fit <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+623C><U+3E62>";0
"3615";"I’m so excited for more weeks of AP Lang";1
"7623";"<U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0BAE><U+0BA9><U+0BC1><U+0B9A><U+0BA9><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BBE><U+0B95> <U+0B85><U+0BB5><U+0BB0><U+0BC8><U+0BAF><U+0BCB> <U+0B85><U+0BB5><U+0BB0><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BBE><U+0B95> <U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0BAE><U+0BA9><U+0BC1><U+0B9A><U+0BA9><U+0BC8><U+0BAF><U+0BCB> <U+0B8E><U+0BA9><U+0BCD><U+0BA9><U+0BC8><U+0B95><U+0BCD><U+0B95><U+0BC1><U+0BAE><U+0BCD> <U+0BB5><U+0BBF><U+0B9F><U+0BCD><U+0B9F><U+0BC1> <U+0B95><U+0BCA><U+0B9F><U+0BC1><U+0B95><U+0BCD><U+0B95> <U+0BAE><U+0BBE><U+0B9F><U+0BCD><U+0B9F><U+0BC7><U+0BA9><U+0BCD><U+2665><U+FE0F><U+2665><U+FE0F><U+2665><U+FE0F>";0
"6642";"<U+0BA4><U+0BBF><U+0BAE><U+0BC1><U+0B95> <U+0BB5> <U+0B8E><U+0BA9><U+0BCD><U+0BA9><U+0BA9><U+0BC1> <U+0BA8><U+0BBF><U+0BA9><U+0BC8><U+0B9A><U+0BCD><U+0B9A><U+0BC0><U+0B99><U+0BCD><U+0B95> <U+0B86><U+0BA8><U+0BCD><U+0BA4><U+0BBF><U+0BB0> <U+0BAE><U+0BBE><U+0BA8><U+0BBF><U+0BB2> <U+0B95><U+0BBF><U+0BB0><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BC6><U+0B9F><U+0BCD> <U+0B85><U+0BA3><U+0BBF> <U+0B9C><U+0BC6><U+0BAF><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BA9><U+0BC1><U+0BAE><U+0BCD><U+0BA9><U+0BC1> <U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0BCD><U+0BA8><U+0BBE><U+0B9F><U+0BCD><U+0B9F><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0B89><U+0BB0><U+0BBF><U+0BAE><U+0BC8><U+0BAF><U+0BBE><U+0BA9> <U+0BA4><U+0BCB><U+0BB1><U+0BCD><U+0B95><U+0BA9><U+0BC1><U+0BAE><U+0BCD><U+0BA9><U+0BC1>…";0
"2056";"this is the last industry you should be getting involved in";1
"7365";"Best Superfans for a Reason<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>";0
"945";"Definitely an exorcism";1
"6565";"vs Whos coming";0
"6732";"With numbers as impressive as that all <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30> will indeed be on when travel to play tonight…";0
"5689";"ABD has announced his arrival RIP bowlers";0
"6615";"Cheering for CSK";0
"6182";"TOSS win the toss against and choose to bowl first";0
"2137";"Agar Chuhiya ko bhi Chutiya pd rhe ho tum to beta cut chuka h tumhara bhi bda wala<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35>";1
"5495";"dear always enjoy watching your batting But not against Plz do something whisle pod…";0
"7261";"<U+0C89><U+0CA6><U+0CCD><U+0CAF><U+0CBE><U+0CA8><U+0CA8><U+0C97><U+0CB0><U+0CBF><U+0CAF><U+0CB2><U+0CCD><U+0CB2><U+0CBF> <U+0C95><U+0CBE><U+0CB5><U+0CC7><U+0CB0><U+0CBF><U+0CA6> <U+0C95><U+0CCD><U+0CB0><U+0CBF><U+0C95><U+0CC6><U+0C9F><U+0CCD>";0
"1136";"I totally support SB prohibiting teacher strikes That mostly female group needs to be kept in…";1
"4685";"<U+0B8E><U+0BA9><U+0BCD><U+0BA9><U+0B86><U+0B86><U+0B86> <U+0B85><U+0B9F><U+0BBF><U+0BA9><U+0BC1> <U+0B87><U+0BA9><U+0BBF> <U+0BAA><U+0BBE><U+0B95><U+0BCD><U+0B95> <U+0BAA><U+0BCB><U+0BB1><U+0BBF><U+0B99><U+0BCD><U+0B95>";0
"7667";"Amir belongs to then headline is used asPakistan…";0
"6407";"Our flags are Sixers today Gonna fly highget ready to witness the magic guyz";0
"5819";"Rcb<U+2764> vs Csk<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>Who will winKarnataka will win <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62> <U+0CB9><U+0CB3><U+0CA6><U+0CBF> <U+0C95><U+0CC6><U+0C82><U+0CAA><U+0CC1> <U+2764>";0
"4898";"Target Do You Think It Is Good Enough Against A Team Like What Should Be Virat Kohlis Gameplan To Win T…";0
"1194";"That’s right Gets thrown out yesterday Bench him";1
"3209";"good thing the NRA made guns cheaper than food";1
"7645";"Eigerly waiting to watch Expecting a big win against";0
"7128";"Frooti Championship <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E37>";0
"2164";"Packing clothes getting dress clothes around organizing DJ equipment and paying bills Oh what an eventful evening <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E39>";1
"32";"I must admit that even after reading so many appeal papers with stock responses I was surprised t…";1
"1042";"is the cleanest player in the";1
"2934";"has really nailed what marriage is all about tricking yourself into believing its normal to…";1
"2324";"Great Tide pod eating condom snorting kids are going to decide our next president";1
"450";"He sounds nice And what is it with piss among tRUmp and his supporters";1
"4669";"<U+0BAE><U+0BC1><U+0BAE><U+0BCD><U+0BAA><U+0BC8> <U+0BA4><U+0BB5><U+0BB1><U+0BB5><U+0BBF><U+0B9F><U+0BCD><U+0B9F> <U+0BAE><U+0BC1><U+0BA4><U+0BCD><U+0BA4><U+0BC1> CSK<U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0B95><U+0BBF><U+0B9F><U+0BC8><U+0B9A><U+0BCD><U+0B9A><U+0BA4><U+0BC1><U+0BB2><U+0BA9><U+0BBE> <U+0B87><U+0BA9><U+0BBF> <U+0B8E><U+0BAA><U+0BCD><U+0BAA><U+0BCB><U+0BA4><U+0BC1><U+0BAE><U+0BCD> <U+0B85><U+0BB5><U+0BA9><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0B95><U+0BC6><U+0BA4><U+0BCD><U+0BA4><U+0BC1>Well Played Champ <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66>";0
"4124";"Olha que legal a Defensoria Pública do Rio está reservando das vagas para seus próprios servidores pro concurso pra D…";1
"1890";"But they paid while black";1
"6408";"<U+0B85><U+0BA3><U+0BBF> <U+0B89><U+0B9F><U+0BA9><U+0BCD> <U+0BB5><U+0BBF><U+0BB3><U+0BC8><U+0BAF><U+0BBE><U+0B9F><U+0BC1><U+0BAE><U+0BCD><U+0BAA><U+0BCB><U+0BA4><U+0BC1> <U+0B8E><U+0BB2><U+0BCD><U+0BB2><U+0BBE><U+0BAE><U+0BCD> <U+0B89><U+0BA3><U+0BCD><U+0BAE><U+0BC8><U+0BAF><U+0BBE><U+0B95><U+0BB5><U+0BC7> <U+0B85><U+0BA9><U+0BC8><U+0BB5><U+0BB0><U+0BA4><U+0BC1> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30> <U+0BAE><U+0BC0><U+0BA4><U+0BC1><U+0BA4><U+0BBE><U+0BA9><U+0BCD> <U+0B88><U+0BB0><U+0BCD><U+0B95><U+0BCD><U+0B95><U+0BAA><U+0BCD><U+0BAA><U+0B9F><U+0BCD><U+0B9F><U+0BC1><U+0BB3><U+0BCD><U+0BB3><U+0BA4><U+0BC1>";0
"2219";"He also wanted to end desegregated busing and legalize mandatory school prayers what a great dude";1
"7357";"Who will win today I think will qinwhom do support";0
"1143";"Nice job";1
"7131";"I think just another casual practice match with rcb to climb our usual spot day";0
"2260";"definitely should have added the hashtag haha";1
"2507";"But a protected bike lane intrudes on the sacred space reserved for the privileged in their cars amp thus shouldn’t e…";1
"4506";"How to get Raina out Place field for a bouncer and then go with a good length ball or a yorker";0
"4455";"RCB vs CSK dont miss this VideoWatch Now<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E39>";0
"4454";"Win Tickets to tonights vs encounter between amp Play the Quiz now";0
"1038";"Ah well But Mahabharat had nuclear weapons";1
"3146";"Well good You have taught your daughter all about treating everyone equally";1
"4329";"Cmon boys";0
"7476";"<U+0915><U+0947> <U+0938><U+092C><U+0938><U+0947> <U+0930><U+094B><U+092E><U+093E><U+0902><U+091A><U+0915> <U+092E><U+0941><U+0915><U+093E><U+092C><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0906><U+092E><U+0928><U+0947> <U+0938><U+093E><U+092E><U+0928><U+0947> <U+0939><U+094B><U+0917><U+0947><U+0902> <U+0914><U+0930>";0
"7328";"Nice to see pics of them together and candid<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>Very rare actually <U+2764><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E63> All the best <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>…";0
"5436";"<U+0924><U+0941><U+091D><U+0947> <U+0924><U+0947><U+0930><U+0940> <U+0914><U+0915><U+093E><U+0924> <U+092F><U+093E><U+0926> <U+0906> <U+091C><U+093E><U+092F><U+0947><U+0917><U+0940> <U+0906><U+091C><U+0964>";0
"865";"Well not all I dont really know them other dudes in charge even though we follow each doesnt mean anything…";1
"6613";"Todays game will be the th game as skipper in Ts for";0
"3893";"Its Sunday night Time to drag yourself out of whatever gutter the frivolities of the weekend have left you in an…";1
"6631";"I am big fan of but as a cricket fan I am unhappy with the decision taken by the star cricketer …";0
"185";"Saya senang sekali berkat Prof Rocky akhirnya pola pikir liberal dan agnostik sekarang bisa diterima…";1
"3880";"I tripped up in the street the other day and there was a police officer standing on t…";1
"5555";"If scores below then Surely Csk will win bcoz RCB is having No worst bowling attack in IPL No was belongs to…";0
"2339";"Not at all jealous of all the people sat in Alex Square eating and enjoying the sun while Im stuck in…";1
"1938";"looks like has funded another falseflag outrage";1
"4278";"JADDU DEPARTS CHAHAL STRIKESOne of retentions Ravindra Jadeja is castled by Yuzvendra Chahal for…";0
"2236";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E34> You mean a WHOLE long seconds amp no purchase Perish the thought <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E30>";1
"7155";"which teams performance surprise you most";0
"4220";"Princess Gracia amp Cute Fans";0
"4569";"In i won the contest amp got the chance to watch match live in stadium with my…";0
"17";"And Islam with their world dominance Kafir killing ideologieshow these NonMuslim nations prosperand how many an Islamic cou…";1
"1651";"Delivering days late And that too delivering on Saturday on a office addre…";1
"794";"thanks for the great parks and walking trails Its nice to see homeless people living there and finding…";1
"7377";"Win Rs every Match apni khud ki Team banaoIndia’s Fantasy Cricket";0
"1455";"Cant wait for the release of René Rancourt best of by KTel";1
"5680";"Eroju match evaru win ayina happy ye My fav teams n players playing <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E61>";0
"2656";"It certainly underscores the idea that nothing White House officials say should be believed until it’s actually ha…";1
"3813";"I guess the just couldnt find enough paid protesters";1
"1771";"Yeah but the fact that were tracking mound visits will still keep this game under three hours";1
"7620";"There is only ONE THALA in India And it’s Some Mental fans think that this title is for their stupid h…";0
"6804";"How Cricket Fans See";0
"7662";"Kal baarish ne match ki taitaiphiss karni hai <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E66>";0
"1826";"You know that is what I was thinking when I woke up why doesnt Walmart allow its employee t…";1
"7055";"An interesting clash which is more often affected by Rain in this venue Wishing the very best for fans of…";0
"1784";"Ohhh Thank God Joc is in there";1
"7179";"vs Match amp with";0
"176";"Wow Way out there idea Why hasnt somebody thought of this before Im so glad we have…";1
"4833";"Chinnaswamy stadium pitch is known as batting paradise so it’s not game over for the have the batting pow…";0
"210";"Catch Vinayak Kulkarni perform live this Saturday at Studio Pepperfry JP Nagar brought to you by amp…";1
"2511";"Its all on a need to know basis";1
"5217";"bravo Out";0
"1333";"good to see Gabby generalising fans of rock music while interviewing the Forest Gump guy <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E34>";1
"6801";"<U+0938><U+0930><U+092B><U+093C><U+0930><U+094B><U+0936><U+0940> <U+0915><U+0940> <U+0924><U+092E><U+0928><U+094D><U+0928><U+093E> <U+0905><U+092C> <U+092E><U+0947><U+0902> <U+0939><U+0948> <U+0926><U+0947><U+0916><U+0928><U+093E> <U+0939><U+0948> <U+091C><U+093C><U+094B><U+0930> <U+0915><U+093F><U+0924><U+0928><U+093E> <U+092E><U+0947><U+0902> <U+0939><U+0948> <U+0935><U+0915><U+094D><U+0924> <U+0906><U+0928><U+0947> <U+0926><U+0947> <U+092C><U+0924><U+093E> <U+0926><U+0947><U+0902><U+0917><U+0947> <U+0910> <U+0906><U+0938><U+094D><U+092E><U+093E><U+0901> <U+0924><U+0941><U+091D><U+0947>…";0
"1913";"Following last night I hear there has been discussion in Mets FO about trading Syndergaard for Wisler";1
"1074";"So cool";1
"3207";"I’ve always suspected you worked for the Russians You worked for Cruz who’s father worked with Lee Harvey Oswald …";1
"6744";"It is the Winner Gets To Use Cauvery River Water For Year";0
"6648";"What a lovely weather it is And everytime it rains when its a vs match in Bangalore Coincidence…";0
"220";"Matt someone call because season is burning to the ground with this midweek loss";1
"2815";"And of course the reason why they charge for a raspberry pi system with the…";1
"7638";"Sup…";0
"4129";"These people are psychos Nothing on the internet is real Well then I suppose well have to be spoon f…";1
"1717";"I can’t see why you would get into an industry with no future";1
"5223";"Hes phenomenal on the field great going Sam <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>";0
"5671";"Aaj mahi marega ya nahi";0
"6523";"ITS confirm that will win todays match against say YES all FANS";0
"6636";"Hours to goooooo";0
"1268";"Im glad I use Twitter to prise my own information from a variety of sourcesand to engage with equally minded r…";1
"4073";"We celebrate someones birthday by having them blow their germs all over the cake Then serving that to everyone aro…";1
"2499";"Thanks for removing the AH from your app It was such a useful tool that peopl…";1
"800";"The white color of the van is clearly the problem here The driver and their politicalreligious…";1
"6978";"Thoroughly enjoying the batsmen drinking skills Participating from";0
"789";"Hes not black thats why";1
"1095";"HE’S WATCHING BASKETBALL GUYS NO DEDICATION TO FOOTBALL AT ALL";1
"3132";"Really He seemed like such nice straight white christian family man";1
"2016";"The referees got it right <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E34><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E66>";1
"5422";"Chocking Rcb coming";0
"6629";"Today we see these movement vs rcb podu army";0
"4476";"Happy to see Tamilnadu and Karnataka together like this <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> Waittt ohh its <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E31>Will be a delightful if th…";0
"6519";"Today My playing XI Watson rayadu Rainamahifafbravojaddukarn Deepakshardulthak…";0
"5506";"Ooo <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E66>Yeh kya ho raha hai Keher dhaya hai Even the captain himself is shocked Koi toh roko AB…";0
"6137";"Match won the toss and will bowl first";0
"2564";"I can tell people are judgmental just by looking at them";1
"2018";"Super semma comedy Unga political knowledgea adagu vechir…";1
"4657";"have got a lot of fans in the stadium for an away game The fact that you can hear them chant shows how popula…";0
"5526";"Only King <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>";0
"6461";"Your supposed";0
"941";"Dear Mr warner please join BJP you will get a warm welcome soon <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E64>";1
"3432";"When youre too sarcastic for your own good";1
"2542";"I love when I have to constantly reset my app on my Apple device";1
"1208";"If bombing amp killing is bothersome go to the mallstimula…";1
"3406";"Oh the joy of needing to pee every hour tonight is going to fulfil my night Its not like I wanted to sleep or rest anyway";1
"3625";"More doctors apps today yayyyyy";1
"1070";"It’s called";1
"4402";"ki mat mari gyi hai <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E36> kr kya rhe bhaee pgla gye kya";0
"3832";"This needs to be said Carlos Martinez is so immature If he was to grow up and not be so emotional he would have…";1
"385";"<U+0648><U+062F><U+064A> <U+0627><U+0642><U+0639><U+062F> <U+0627><U+0637><U+0627><U+0644><U+0639> <U+0627><U+0644><U+0646><U+0627><U+0633> <U+0648><U+0627><U+0636><U+062D><U+0643>";1
"365";"off Sitewide";1
"6731";"Even after playing just games so far leads the most sixes standings Can any player catch up with th…";0
"5838";"Just a meme";0
